ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-12.1), 'rs_6m': np.float64(-30.8)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 28.4}",443.2,3304404480,Communication Services,Internet Content & Information,,,False,827.0,-46.4,1,False,568.87,765.0,420.0,15.0,hold,28.4,667.0,50.5,470.0,6.0,5.82,0.26,2.49,36.2,0.11,1.49,,,,6.7,59,2026-07-31,False,False,6,NEUTRAL,9.04,637.5,0.78,36.7,,,,2026-06-02T09:48:22.638956,FTSE100,54.8,6.0,5.0,0.0,3.0,3.55,3.0,0.0,CONFIRMED_UPTREND,BUY,90,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",434.24,399.5,700.56,8.0,61.33,BUY NOW - At target entry price
G24.DE,Scout24 SE                    N,68.7,⭐⭐ GOOD,🟡 Good,95.0,60.0,34.5,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(2.3), 'rs_6m': np.float64(-21.6)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 31.6}",78.7,5565307904,Communication Services,Internet Content & Information,,,False,122.8,-35.9,1,False,103.56,135.0,86.0,16.0,strong_buy,31.6,,,108.3,37.6,,,2.01,36.6,1.5,1.51,,,44.1,40.6,65,2026-08-06,False,False,6,NEUTRAL,5.08,635.9,0.41,41.9,,,,2026-06-02T09:47:44.758177,DAX40,60.5,0.0,5.0,0.0,5.0,3.95,3.0,8.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 17.7%, reasonable debt-to-equity ratio, and significant upside potential of 31.6% supported by 16 analyst targets",77.03,70.87,113.77,8.0,47.7,BUY NOW - At target entry price
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': np.float64(-14.1), 'rs_6m': np.float64(-31.5)}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.7}",2664.0,23806924800,Industrials,Consulting Services,,,False,4101.0,-35.0,1,False,3908.32,4692.23,2345.96,18.0,strong_buy,46.7,3332.0,25.1,2795.0,4.9,3.8,1.01,1.93,39.8,0.52,1.37,,,,23.1,169,2026-11-18,False,False,5,NEUTRAL,5.88,493.1,0.67,29.9,,,,2026-06-02T09:47:37.141497,FTSE100,66.7,3.0,5.0,0.0,5.0,5.84,3.0,15.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and significant upside potential validated by multiple analysts",2603.37,2395.1,3823.3,8.0,46.86,BUY ON PULLBACK - Wait for 2-5% dip
NOVO-B.CO,Novo Nordisk B A/S,80.1,🏆 ELITE,🟢 Elite,100.0,90.0,60.5,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(10.4), 'rs_6m': np.float64(-16.0)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 10.1}",281.5,1247023988736,Healthcare,Drug Manufacturers - General,,,False,533.4,-47.2,1,False,309.95,454.0,200.0,23.0,hold,10.1,,,822.6,192.2,-0.97,-3.59,5.58,42.7,15.9,1.81,True,-0.19,39.5,26.8,64,2026-08-05,False,False,5,NEUTRAL,9.69,64.7,0.2,36.6,,,,2026-06-02T09:46:52.177214,OMXCPH,58.0,-5.0,8.0,3.0,5.0,1.26,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE, reasonable debt-to-equity ratio, and significant growth potential, supported by analyst consensus",275.92,264.5,438.23,4.14,58.82,BUY NOW - At target entry price
AMS.MC,"AMADEUS IT GROUP, S.A.",58.4,⭐ AVERAGE,🟡 Average,65.0,60.0,34.5,70.0,65.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': np.float64(-4.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(0.8), 'rs_6m': np.float64(-21.1)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.1}",56.26,24268666880,Technology,Information Technology Services,,,False,75.38,-25.4,1,False,67.55,80.0,52.0,22.0,buy,20.1,40.35,-28.3,30.5,-45.8,4.46,2.51,2.76,46.6,1.54,1.73,True,-6.8,21.7,5.1,59,2026-07-31,False,False,7,NEUTRAL,6.87,473.7,2.86,26.5,,,,2026-06-02T09:47:18.611244,IBEX35,53.4,3.0,5.0,3.0,3.0,2.51,1.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, reasonable debt, and analyst validation with a realistic upside",55.06,50.65,75.18,8.0,36.55,BUY ON PULLBACK - Wait for 2-5% dip
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,55.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': np.float64(-16.2), 'rs_6m': np.float64(-39.1)}","{'roe_pct': 60.2, 'debt_to_equity': 0.51, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 26.1}",463.3,3731702016,Communication Services,Internet Content & Information,,,False,844.4,-45.1,0,False,584.06,830.0,410.0,16.0,hold,26.1,497.0,7.3,340.0,-26.6,6.67,0.31,2.57,32.0,0.12,0.99,,,,2.0,156,2026-11-05,False,False,8,STRONG,9.67,668.8,2.07,46.3,,,,2026-06-02T09:47:39.496254,FTSE100,52.2,6.0,5.0,0.0,1.0,3.26,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and analyst validation with a realistic upside",453.74,417.44,723.36,8.0,59.42,BUY NOW - At target entry price
PGHN.SW,PARTNERS GROUP N,60.2,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,85.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': np.float64(-8.7), 'rs_6m': np.float64(-16.3)}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 37.8}",838.6,21621737472,Financial Services,Asset Management,,,False,1158.0,-27.6,1,False,1155.83,1300.0,930.0,12.0,buy,37.8,1070.36,27.6,533.06,-36.4,6.22,52.13,5.59,86.7,46.0,3.39,,,,7.7,91,2026-09-01,False,False,7,NEUTRAL,6.74,75.9,1.3,16.8,,,,2026-06-02T09:46:59.889771,SMI20,51.1,6.0,0.0,0.0,3.0,4.72,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and upside potential validated by multiple analysts",830.24,797.68,1119.75,3.92,34.87,BUY NOW - At target entry price
SAP.DE,SAP SE                        I,64.8,⭐⭐ GOOD,🟡 Good,90.0,50.0,30.0,85.0,65.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-6.6), 'rs_6m': np.float64(-27.6)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 25.5}",171.1,199769358336,Technology,Software - Application,,,False,273.55,-37.5,1,False,214.81,290.0,154.99,26.0,strong_buy,25.5,133.62,-21.9,62.5,-63.5,4.08,6.98,1.49,37.7,2.5,1.45,True,-2.05,21.9,9.3,51,2026-07-23,False,False,8,STRONG,5.56,146.7,2.15,47.3,,,,2026-06-02T09:47:47.630265,DAX40,49.9,3.0,0.0,3.0,3.0,3.19,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, low debt, and analyst validation with a realistic upside",167.34,153.96,248.13,8.0,48.28,BUY ON PULLBACK - Wait for 2-5% dip
DB1.DE,DEUTSCHE BOERSE AG            N,70.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,56.0,80.0,65.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': np.float64(11.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-5.0), 'rs_6m': np.float64(1.2)}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.0}",250.0,45526482944,Financial Services,Financial Data & Stock Exchanges,,,False,287.3,-13.0,3,False,287.5,320.0,240.0,12.0,buy,15.0,,,136.76,-45.3,,,1.69,35.7,4.2,1.87,,,,12.2,50,2026-07-22,False,False,5,NEUTRAL,6.12,66.8,1.54,25.4,,,,2026-06-02T09:46:41.614972,DAX40,48.3,0.0,5.0,0.0,3.0,1.88,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE > 10%, reasonable debt, and analyst validation with 12 analysts",244.31,233.68,313.71,4.35,28.41,BUY ON PULLBACK - Wait for 2-5% dip
LR.PA,LEGRAND,70.0,⭐⭐ GOOD,🟡 Good,80.0,70.0,56.0,75.0,60.0,,,,,14.2,False,0,11.4,True,1,"{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': np.float64(11.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-5.8), 'rs_6m': np.float64(4.9)}","{'roe_pct': 16.9, 'debt_to_equity': 0.85, 'current_ratio': 1.96, 'operating_margin_pct': 19.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.5}",147.7,38608060416,Industrials,Electrical Equipment & Parts,,,False,166.95,-11.5,7,True,160.21,180.0,114.0,19.0,buy,8.5,99.99,-32.3,67.07,-54.6,2.95,4.35,1.62,45.3,2.38,1.91,True,-0.4,11.6,9.7,57,2026-07-29,False,False,6,NEUTRAL,4.31,45.7,1.66,29.7,,,,2026-06-02T09:48:03.737574,CAC40,48.0,0.0,5.0,3.0,3.0,1.06,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, reasonable debt-to-equity ratio, and analyst validation with 19 analysts supporting the target price, indicating a positive outlook",145.03,139.35,184.35,3.92,27.11,BUY NOW - At target entry price
