ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-13.5), 'rs_6m': np.float64(-37.3)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 41.1}",403.1,2985656064,Communication Services,Internet Content & Information,,,False,827.0,-51.3,0,False,568.87,765.0,420.0,15.0,hold,41.1,671.0,66.5,470.0,16.6,6.44,0.26,2.63,36.2,0.11,1.46,,,,6.7,67,2026-07-24,False,False,6,NEUTRAL,9.57,637.5,0.71,19.8,,,,2026-05-18T09:19:31.922209,FTSE100,55.0,6.0,5.0,0.0,3.0,5.14,3.0,0.0,UPTREND_PRESSURE,BUY,90,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",399.84,384.16,669.71,3.92,67.49,BUY NOW - At target entry price
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 47.7},{},"{'rs_3m': np.float64(-2.1), 'rs_6m': np.float64(-40.2)}","{'roe_pct': 51.6, 'debt_to_equity': 0.1, 'current_ratio': 1.77, 'operating_margin_pct': 62.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 34.3}",486.7,3961235968,Communication Services,Internet Content & Information,,,False,920.0,-47.1,0,False,653.88,890.0,470.0,16.0,hold,34.3,637.0,30.9,360.0,-26.0,6.4,0.31,2.22,31.9,0.11,0.99,,,,4.4,3,2026-05-21,True,False,8,STRONG,8.77,668.8,1.15,27.1,,,,2026-05-18T09:18:48.750777,FTSE100,48.0,6.0,5.0,0.0,1.0,4.29,3.0,0.0,UPTREND_PRESSURE,BUY,90,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",486.4,468.73,774.4,3.63,59.21,BUY NOW - At target entry price
NOVO-B.CO,Novo Nordisk B A/S,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,50.0,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-10.6), 'rs_6m': np.float64(-7.4)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.0}",290.45,1287521566720,Healthcare,Drug Manufacturers - General,,,False,533.4,-45.5,1,False,307.99,444.0,175.0,23.0,hold,6.0,,,822.3,183.1,-0.94,-3.59,5.31,42.7,15.9,1.78,True,-0.19,39.5,26.8,79,2026-08-05,False,False,5,NEUTRAL,9.27,64.7,0.2,42.4,,,,2026-05-18T09:18:00.236552,OMXCPH,54.2,-5.0,8.0,3.0,5.0,0.75,-3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong fundamentals with high ROE and moderate debt, upside potential is realistic and validated by multiple analysts",284.69,261.91,445.03,8.0,56.32,BUY ON PULLBACK - Wait for 2-5% dip
AMS.MC,"AMADEUS IT GROUP, S.A.",47.5,⚠️ WEAK,🔴 Weak,55.0,30.0,30.0,70.0,70.0,,,,,-30.3,False,0,-0.6,False,0,"{'eps_growth_yoy': np.float64(-30.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(-0.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-0.7), 'rs_6m': np.float64(-34.7)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 33.8}",50.48,21775370240,Technology,Information Technology Services,,,False,75.38,-33.0,0,False,67.55,80.0,52.0,22.0,buy,33.8,40.35,-20.1,30.5,-39.6,4.97,2.51,3.02,46.6,1.54,1.73,True,-3.89,22.3,5.1,74,2026-07-31,False,False,7,NEUTRAL,7.43,473.7,2.57,32.7,,,,2026-05-18T09:18:27.677414,IBEX35,54.0,3.0,8.0,3.0,3.0,4.22,3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong ROE of 26.0%, reasonable debt-to-equity ratio, and analyst validation with 22 analysts supporting the target price, despite negative growth",49.67,46.46,71.0,6.45,42.95,BUY ON PULLBACK - Wait for 2-5% dip
SAP.DE,SAP SE                        I,62.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,15.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-21.5), 'rs_6m': np.float64(-43.5)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 49.6}",144.18,168338653184,Technology,Software - Application,,,False,273.55,-47.3,0,False,215.71,290.0,170.0,26.0,strong_buy,49.6,133.62,-7.3,62.4,-56.7,4.84,6.98,1.74,37.7,2.5,1.45,True,-2.43,21.9,9.3,66,2026-07-23,False,False,8,STRONG,6.49,146.7,1.81,43.3,,,,2026-05-18T09:18:56.517718,DAX40,53.9,3.0,5.0,3.0,3.0,6.2,3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong ROE, low debt, and significant upside potential with validation from multiple analysts",141.1,132.73,227.78,5.93,61.43,BUY ON PULLBACK - Wait for 2-5% dip
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.1},{},"{'rs_3m': np.float64(-2.7), 'rs_6m': np.float64(-32.4)}","{'roe_pct': 26.8, 'debt_to_equity': 1.05, 'current_ratio': 0.68, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 56.9}",2615.0,23443445760,Industrials,Consulting Services,,,False,4101.0,-36.2,0,False,4103.57,4704.15,2877.78,18.0,strong_buy,56.9,6229.0,138.2,3270.0,25.0,5.62,1.47,1.82,42.5,0.47,1.36,,,,36.0,2,2026-05-20,True,False,5,NEUTRAL,5.91,493.1,0.48,28.6,,,,2026-05-18T09:18:46.318974,FTSE100,64.7,6.0,5.0,0.0,5.0,7.11,3.0,15.0,UPTREND_PRESSURE,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and significant upside potential validated by multiple analysts",2555.1,2454.9,3785.68,3.92,48.16,BUY NOW - At target entry price
G24.DE,Scout24 SE                    N,67.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,30.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-4.3), 'rs_6m': np.float64(-31.5)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.1}",70.6,4992513024,Communication Services,Internet Content & Information,,,False,122.8,-42.5,1,False,103.12,135.0,81.0,16.0,strong_buy,46.1,,,108.3,53.4,,,2.07,36.6,1.5,1.52,,,44.1,40.6,80,2026-08-06,False,False,6,NEUTRAL,5.21,635.9,0.37,44.9,,,,2026-05-18T09:18:53.746095,DAX40,52.1,0.0,5.0,0.0,5.0,5.76,3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong fundamentals with ROE of 17.7%, reasonable debt-to-equity ratio, and significant upside potential of 46.1% supported by 16 analyst targets",69.09,65.81,107.61,4.75,55.76,BUY NOW - At target entry price
PGHN.SW,PARTNERS GROUP N,60.2,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,85.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': np.float64(-15.8), 'rs_6m': np.float64(-18.3)}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.4}",879.8,22684002304,Financial Services,Asset Management,,,False,1182.5,-25.6,1,False,1155.83,1300.0,930.0,12.0,buy,31.4,1070.36,21.7,532.95,-39.4,5.92,52.13,5.19,86.7,46.0,3.34,,,,7.7,106,2026-09-01,False,False,7,NEUTRAL,6.3,75.9,1.37,24.6,,,,2026-05-18T09:18:08.686209,SMI20,51.1,6.0,0.0,0.0,3.0,3.92,3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst validation with a realistic upside",861.42,809.48,1177.56,6.03,36.7,BUY ON PULLBACK - Wait for 2-5% dip
DB1.DE,DEUTSCHE BOERSE AG            N,72.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,68.5,80.0,60.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': np.float64(11.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(9.9), 'rs_6m': np.float64(11.2)}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.7}",250.7,45653958656,Financial Services,Financial Data & Stock Exchanges,,,False,291.8,-14.1,4,False,287.54,320.0,240.0,13.0,buy,14.7,,,136.88,-45.4,,,1.72,35.7,4.2,1.88,,,,12.2,65,2026-07-22,False,False,5,NEUTRAL,6.2,66.8,1.55,20.9,,,,2026-05-18T09:17:49.646580,DAX40,49.1,0.0,5.0,0.0,3.0,1.84,0.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong fundamentals with ROE > 10%, reasonable debt, and analyst validation with 13 analysts",245.0,233.68,316.19,4.62,29.06,BUY ON PULLBACK - Wait for 2-5% dip
RACE.MI,FERRARI,63.5,⭐⭐ GOOD,🟡 Good,75.0,70.0,15.0,90.0,70.0,,,,,-2.7,True,2,3.4,True,2,"{'eps_growth_yoy': np.float64(-2.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-21.0), 'rs_6m': np.float64(-35.6)}","{'roe_pct': 42.0, 'debt_to_equity': 0.72, 'current_ratio': 2.57, 'operating_margin_pct': 29.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 34.6}",273.45,48206180352,Consumer Cyclical,Auto Manufacturers,,,False,447.5,-38.9,0,False,368.19,430.0,290.0,18.0,buy,34.6,82.29,-69.9,90.0,-67.1,2.05,5.59,1.29,33.2,3.62,0.64,True,-1.22,55.0,1.3,72,2026-07-30,False,False,9,STRONG,4.17,38.6,20.0,32.3,,,,2026-05-18T09:18:59.456901,FTSEMIB,47.4,0.0,0.0,3.0,1.0,4.32,3.0,0.0,UPTREND_PRESSURE,BUY,80,"Strong ROE, reasonable debt-to-equity ratio, and analyst validation with 18 analysts supporting the target price",273.45,266.85,402.51,2.41,47.2,BUY NOW - At target entry price
