ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,ai_verdict,ai_confidence,ai_reasoning,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-5.7), 'rs_6m': np.float64(-34.8)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 33.0}",427.6,3192321792,Communication Services,Internet Content & Information,,,False,827.0,-48.3,0,False,568.87,765.0,420.0,15.0,hold,33.0,666.0,55.8,470.0,9.9,6.02,0.26,2.46,36.2,0.11,1.46,,,,6.7,58,2026-07-24,False,False,6,NEUTRAL,8.94,637.5,0.75,31.8,,,,2026-05-27T09:14:04.212389,FTSE100,55.0,6.0,5.0,0.0,3.0,4.12,3.0,0.0,CONFIRMED_UPTREND,BUY,90,"Strong fundamentals with high ROE and margin, low debt, and analyst validation with a realistic upside",419.83,386.25,689.39,8.0,64.21,BUY ON PULLBACK - Wait for 2-5% dip
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': np.float64(-7.1), 'rs_6m': np.float64(-36.1)}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 50.8}",2597.998,23221688320,Industrials,Consulting Services,,,False,4101.0,-36.6,0,False,3917.14,4761.8,2349.34,18.0,strong_buy,50.8,3331.0,28.2,2795.0,7.6,3.89,1.01,2.0,39.8,0.52,1.36,,,,23.1,168,2026-11-11,False,False,5,NEUTRAL,6.06,493.1,0.65,28.2,,,,2026-05-27T09:13:19.345596,FTSE100,66.7,3.0,5.0,0.0,5.0,6.35,3.0,15.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 28.3% and margin of 17.8%, debt to equity ratio is manageable at 1.0, and upside potential of 50.8% is supported by 18 analyst targets",2547.39,2343.59,3779.88,8.0,48.38,BUY ON PULLBACK - Wait for 2-5% dip
NOVO-B.CO,Novo Nordisk B A/S,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,50.0,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-12.4), 'rs_6m': np.float64(-19.9)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.2}",285.95,1267277758464,Healthcare,Drug Manufacturers - General,,,False,533.4,-46.4,1,False,309.51,444.0,200.0,23.0,hold,8.2,,,822.0,187.5,-0.95,-3.59,5.53,42.7,15.9,1.78,True,-0.19,39.5,26.8,70,2026-08-05,False,False,5,NEUTRAL,9.61,64.7,0.2,40.9,,,,2026-05-27T09:12:37.044237,OMXCPH,57.2,-5.0,8.0,3.0,5.0,1.02,0.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE, reasonable debt, and significant growth, combined with analyst validation and realistic upside",280.43,257.99,441.72,8.0,57.52,BUY NOW - At target entry price
SAP.DE,SAP SE                        I,65.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,30.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-16.5), 'rs_6m': np.float64(-39.6)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 42.2}",151.02,176324771840,Technology,Software - Application,,,False,273.55,-44.8,1,False,214.81,290.0,154.99,26.0,strong_buy,42.2,133.62,-11.5,62.4,-58.7,4.62,6.98,1.65,37.7,2.5,1.45,True,-2.32,21.9,9.3,57,2026-07-23,False,False,8,STRONG,6.17,146.7,1.89,38.9,,,,2026-05-27T09:13:29.309314,DAX40,55.1,3.0,5.0,3.0,3.0,5.28,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, low debt, and significant upside with validation from multiple analysts",148.2,136.34,233.28,8.0,57.41,BUY ON PULLBACK - Wait for 2-5% dip
AMS.MC,"AMADEUS IT GROUP, S.A.",57.5,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,65.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': np.float64(-4.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-0.1), 'rs_6m': np.float64(-29.6)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.4}",53.44,23052214272,Technology,Information Technology Services,,,False,75.38,-29.1,1,False,67.55,80.0,52.0,22.0,buy,26.4,40.35,-24.5,30.5,-42.9,4.69,2.51,2.94,46.6,1.54,1.73,True,-7.15,21.7,5.1,65,2026-07-31,False,False,7,NEUTRAL,7.25,473.7,2.72,28.4,,,,2026-05-27T09:13:01.847279,IBEX35,55.0,3.0,5.0,3.0,3.0,3.3,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, reasonable debt, and analyst validation with a realistic upside",52.37,48.18,73.09,8.0,39.57,BUY ON PULLBACK - Wait for 2-5% dip
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,56.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': np.float64(-15.8), 'rs_6m': np.float64(-47.6)}","{'roe_pct': 60.2, 'debt_to_equity': 0.51, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 33.6}",437.25,3550108416,Communication Services,Internet Content & Information,,,False,906.0,-51.7,0,False,584.06,830.0,410.0,16.0,hold,33.6,493.0,12.8,340.0,-22.2,7.01,0.31,2.64,32.0,0.12,0.99,,,,2.0,162,2026-11-05,False,False,8,STRONG,9.92,668.8,1.97,40.5,,,,2026-05-27T09:13:21.736755,FTSE100,52.4,6.0,5.0,0.0,1.0,4.2,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, moderate debt, and analyst validation with a realistic upside",439.3,422.77,738.61,3.76,68.13,BUY NOW - At target entry price
G24.DE,Scout24 SE                    N,67.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,30.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-6.5), 'rs_6m': np.float64(-34.7)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.2}",70.75,5003120128,Communication Services,Internet Content & Information,,,False,122.8,-42.4,1,False,103.44,135.0,86.0,16.0,strong_buy,46.2,,,108.3,53.1,,,2.11,36.6,1.5,1.52,,,44.1,40.6,71,2026-08-06,False,False,6,NEUTRAL,5.31,635.9,0.37,42.0,,,,2026-05-27T09:13:26.554863,DAX40,52.1,0.0,5.0,0.0,5.0,5.78,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with ROE of 17.7%, reasonable debt-to-equity ratio, and substantial upside potential of 46.2% supported by 16 analysts",69.43,65.95,107.88,5.01,55.37,BUY NOW - At target entry price
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,49.9,⚠️ WEAK,🔴 Weak,55.0,50.0,34.5,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': np.float64(0.6), 'rs_6m': np.float64(-35.6)}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.5}",859.2,7752960512,Technology,Software - Application,,,False,1335.0,-35.6,0,False,1104.16,1334.0,850.0,19.0,buy,28.5,1643.0,91.2,572.0,-33.4,8.15,0.7,2.56,55.0,0.22,2.1,,,,14.3,176,2026-11-19,False,False,6,NEUTRAL,5.61,374.3,1.05,25.7,,,,2026-05-27T09:14:06.700600,FTSE100,51.0,8.0,5.0,0.0,3.0,3.56,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, upside potential of 28.5% supported by 19 analysts",850.27,816.93,1241.83,3.92,46.05,BUY NOW - At target entry price
PGHN.SW,PARTNERS GROUP N,59.2,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,85.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': np.float64(-1.2), 'rs_6m': np.float64(-14.9)}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 33.4}",866.4,22338508800,Financial Services,Asset Management,,,False,1158.0,-25.2,1,False,1155.83,1300.0,930.0,12.0,none,33.4,1070.36,23.5,533.17,-38.5,6.02,52.13,5.38,86.7,46.0,3.34,,,,5.5,97,2026-09-01,False,False,7,NEUTRAL,6.51,75.9,1.35,22.3,,,,2026-05-27T09:12:44.263235,SMI20,50.7,6.0,0.0,0.0,3.0,4.18,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong fundamentals with high ROE and margin, reasonable debt, and analyst validation with a realistic upside",849.07,781.15,1141.94,8.0,34.49,BUY ON PULLBACK - Wait for 2-5% dip
HEXA-B.ST,Hexagon AB ser. B,65.5,⭐⭐ GOOD,🟡 Good,100.0,50.0,15.0,90.0,65.0,,,,,750.1,True,1,0.2,False,0,"{'eps_growth_yoy': np.float64(750.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 37.5}","{'revenue_growth_yoy': np.float64(0.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-22.1), 'rs_6m': np.float64(-36.3)}","{'roe_pct': 17.9, 'debt_to_equity': 0.27, 'current_ratio': 3.44, 'operating_margin_pct': 24.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.0}",85.68,229997494272,Technology,Scientific & Technical Instruments,,,False,122.1,-29.8,0,False,106.25,145.07,72.57,14.0,buy,24.0,,,246.0,187.1,-2.64,-2.36,1.78,18.5,1.52,1.17,True,-0.01,18.9,520.6,63,2026-07-29,False,False,6,NEUTRAL,0.4,117.8,0.02,96.3,,,,2026-05-27T09:13:50.750961,OMXSTO,49.2,-5.0,5.0,3.0,5.0,3.0,3.0,0.0,CONFIRMED_UPTREND,BUY,80,"Strong ROE, low debt, and analyst validation with 14 analysts, despite low growth",83.91,77.19,118.72,8.0,41.49,BUY ON PULLBACK - Wait for 2-5% dip
