ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
TECK,Teck Resources Ltd,83.0,🏆 ELITE,🟢 Elite,100.0,90.0,80.0,70.0,40.0,95.0,92.2,False,up,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-2.2), 'rs_6m': np.float64(49.3), 'rs_line_percentile': 92.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -25.8}",65.21,31946006528,Basic Materials,Other Industrial Metals & Mining,,2.5,False,67.67,-3.6,8.0,True,48.41,63.34,34.64,3.0,hold,-25.8,,,81.9,25.6,,,0.56,13.3,0.37,1.0,True,-1.98,4.5,51.5,57.0,2026-07-23,False,False,8.0,STRONG,6.37,6.5,0.17,54.1,,,,2026-05-27T09:00:32.997259
CBOE,"Cboe Global Markets, Inc.",82.8,🏆 ELITE,🟢 Elite,100.0,70.0,80.3,95.0,50.0,80.0,84.9,False,up,64.1,True,1,8.5,True,2,"{'eps_growth_yoy': np.float64(64.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(13.4), 'rs_6m': np.float64(26.1), 'rs_line_percentile': 84.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -6.8}",354.49,37098717184,Financial Services,Financial Data & Stock Exchanges,3.0,2.9,False,371.18,-4.5,8.0,True,330.43,393.0,273.0,14.0,hold,-6.8,406.47,14.7,351.0,-1.0,2.7,9.58,0.81,23.8,2.88,1.3,True,-0.21,33.8,21.8,65.0,2026-07-31,False,False,8.0,STRONG,4.43,70.3,0.45,41.4,0.2,0.0,-41.2,2026-05-27T08:58:11.819383
NUE,Nucor Corporation,79.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,91.0,80.0,60.0,100.0,99.6,True,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': np.float64(23.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': np.float64(12.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(28.8), 'rs_6m': np.float64(44.3), 'rs_line_percentile': 99.6, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.6}",240.29,54723870720,Basic Materials,Steel,2.7,2.9,False,240.43,-0.1,8.0,True,244.14,275.0,138.17,15.0,buy,1.6,,,302.1,25.7,-0.7,-1.69,0.93,22.0,2.24,1.42,True,-0.96,22.4,382.1,61.0,2026-07-27,False,False,6.0,NEUTRAL,4.53,11.9,0.04,31.1,,,,2026-05-27T08:59:38.461905
TJX,"TJX Companies, Inc. (The)",78.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,44.0,75.0,60.0,35.0,34.3,False,down,71.1,True,1,35.3,True,1,"{'eps_growth_yoy': np.float64(71.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.4}","{'revenue_growth_yoy': np.float64(35.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-6.2), 'rs_6m': np.float64(-8.9), 'rs_line_percentile': 34.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.7}",158.97,175791292416,Consumer Cyclical,Apparel Retail,1.4,3.8,False,165.82,-4.1,7.0,True,177.63,197.0,125.0,19.0,strong_buy,11.7,161.34,1.5,150.31,-5.4,2.45,3.9,1.21,33.1,1.92,1.32,True,-1.43,107.3,29.3,84.0,2026-08-19,False,False,7.0,NEUTRAL,3.95,36.2,0.94,26.4,0.8,0.03,-25.6,2026-05-27T08:57:59.011330
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,0.0,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': np.float64(704.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': np.float64(123.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-28.5), 'rs_6m': np.float64(-68.4), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 67.5}",304.35,83250987008,Technology,Software - Application,4.2,3.1,False,813.7,-62.6,0.0,False,509.82,921.0,315.0,31.0,buy,67.5,387.99,27.5,175.27,-42.4,6.28,19.13,1.58,28.3,4.8,0.61,True,-4.91,24.8,10.7,85.0,2026-08-20,False,False,9.0,STRONG,6.09,97.0,1.04,82.6,0.4,0.0,-82.2,2026-05-27T08:53:31.864575
CDNS,"Cadence Design Systems, Inc.",77.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,68.7,85.0,60.0,60.0,59.3,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': np.float64(109.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': np.float64(15.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.9), 'rs_6m': np.float64(12.5), 'rs_line_percentile': 59.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 0.2}",381.75,105292759040,Technology,Software - Application,2.3,2.6,False,383.24,-0.4,5.0,False,382.4,425.0,275.0,26.0,strong_buy,0.2,178.28,-53.3,98.44,-74.2,1.42,5.44,,,,,True,-0.95,14.4,23.0,61.0,2026-07-27,False,False,7.0,NEUTRAL,1.53,44.0,1.77,32.0,,,,2026-05-27T08:56:22.577437
AJG,Arthur J. Gallagher & Co.,77.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,24.0,70.0,70.0,15.0,3.9,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-14.8), 'rs_6m': np.float64(-33.0), 'rs_line_percentile': 3.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.3}",203.96,52405891072,Financial Services,Insurance Brokers,2.4,3.3,False,351.23,-41.9,0.0,False,265.79,388.0,211.0,19.0,buy,30.3,106.23,-47.9,100.12,-50.9,2.06,4.2,1.37,42.9,2.8,1.01,True,-0.59,4.2,16.2,64.0,2026-07-30,False,False,6.0,NEUTRAL,3.9,77.9,0.85,30.7,,,,2026-05-27T08:54:49.170069
TW,Tradeweb Markets Inc.,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,70.0,15.0,0.0,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': np.float64(33.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': np.float64(20.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-23.8), 'rs_6m': np.float64(-18.3), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 33.0}",102.28,22299701248,Financial Services,Capital Markets,1.8,1.5,False,147.49,-30.7,1.0,False,136.07,197.0,112.0,14.0,buy,33.0,,,121.5,18.8,,,0.55,12.4,0.56,0.39,True,-0.7,636.1,27.4,64.0,2026-07-30,False,False,8.0,STRONG,5.69,57.1,0.57,33.3,,,,2026-05-27T08:53:56.103241
AON,Aon plc,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,24.0,80.0,65.0,15.0,3.0,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-10.0), 'rs_6m': np.float64(-22.2), 'rs_line_percentile': 3.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.7}",319.29,68192985088,Financial Services,Insurance Brokers,1.1,1.8,False,381.0,-16.2,1.0,False,385.26,436.0,298.0,19.0,buy,20.7,597.35,87.1,494.03,54.7,4.9,15.65,1.03,16.4,3.28,0.76,True,-1.83,7.4,19.0,58.0,2026-07-24,False,False,8.0,STRONG,6.75,141.9,0.55,23.0,0.2,0.01,-22.8,2026-05-27T08:54:04.725441
ICE,Intercontinental Exchange Inc.,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,75.0,70.0,15.0,0.0,False,down,66.0,True,2,12.4,True,2,"{'eps_growth_yoy': np.float64(66.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}","{'revenue_growth_yoy': np.float64(12.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-14.3), 'rs_6m': np.float64(-16.4), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 32.5}",150.64,85188804608,Financial Services,Financial Data & Stock Exchanges,1.5,2.4,False,189.35,-20.4,1.0,False,199.53,251.0,174.0,15.0,strong_buy,32.5,280.7,86.3,206.1,36.8,4.39,6.62,1.38,28.5,2.08,1.23,True,-2.0,7.5,79.7,64.0,2026-07-30,False,False,8.0,STRONG,4.89,118.3,0.22,17.9,,,,2026-05-27T08:54:57.247655
