ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-08
ADP,AVOID,-12,Thesis drift HIGH (43d): Score cayó 15pts en 43d (49→33),2026-09-08
AI.PA,WATCH,-4,Caro vs peers en Basic Materials (FCF rank 7/7) | EPS revision DOWN: EPS consensus ↓3.3% (-0.68→-0.70); Revenue estimate ↑1.8% | Piotroski fuerte (7.0/9),2026-09-08
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.8% (9.58→9.85); Revenue estimate ↑6.6%,2026-09-08
AON,CAUTION,-12,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision DOWN: EPS consensus ↓2.9% (20.25→19.67); Revenue estimate ↑8.0%,2026-09-08
ASAZY,AVOID,-12,Thesis drift HIGH (43d): Score cayó 46pts en 43d (87→41) | Señal salida MEDIUM: Score cayó 15pts (56 → 41) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.7% vs media sector 3.2%),2026-09-08
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.0% vs media sector 6.6%),2026-09-08
AXP,CAUTION,5,Señal salida MEDIUM: Score cayó 22pts (86 → 64) | Smart money: 1 HF + 0 insiders (conv 34) | Mejor FCF en Financial Services (7.3% vs media sector 4.7%),2026-09-08
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (88pts), FCF 6.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.1% vs media sector 4.9%)",2026-09-08
BRK-B,CAUTION,-3,Señal salida MEDIUM: Score cayó 19pts (55 → 37) | Mejor FCF en Financial Services (6.6% vs media sector 4.7%),2026-09-08
BRO,CAUTION,-1,Thesis drift MEDIUM: Score cayó 18pts en 43d (52→34) | Mejor FCF en Financial Services (6.9% vs media sector 4.7%),2026-09-08
CBOE,WATCH,0,Caro vs peers en Financial Services (FCF rank 17/18) | Piotroski fuerte (8.0/9),2026-09-08
