ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (57pts), FCF 5.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.1% vs media sector 4.2%)",2026-06-03
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-06-03
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 13/13),2026-06-03
AON,CAUTION,2,Thesis drift MEDIUM: Score cayó 15pts en 38d (54→39) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.9% vs media sector 5.2%),2026-06-03
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.1% vs media sector 6.1%),2026-06-03
ATLKY,CAUTION,-1,Thesis drift MEDIUM: FCF yield cayó 5.1pp (27.5%→22.4%) | Mejor FCF en Industrials (22.4% vs media sector 6.1%),2026-06-03
AUTO.L,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (7.0% vs media sector 7.1%),2026-06-03
AZO,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑6.1% (213.55→226.58),2026-06-03
BR,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 31pts en 38d (61→31) | Señal salida MEDIUM: Score cayó 43pts (73 → 31) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.6% vs media sector 4.2%)",2026-06-03
BRO,BEST,5,Mejor FCF en Financial Services (7.9% vs media sector 5.2%),2026-06-03
CBOE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 16pts en 38d (45→29) | Piotroski fuerte (8.0/9),2026-06-03
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-03
COST,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓9.8% (38.45→34.67); Revenue estimate ↑2.4%,2026-06-03
CSU.TO,WATCH,5,"Piotroski SLIGHT_UP (6.0 → 7.0, Δ+1)",2026-06-03
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 22/24) | Piotroski fuerte (8.0/9),2026-06-03
DHR,CAUTION,-6,Thesis drift MEDIUM: Score cayó 14pts en 38d (40→26),2026-06-03
DSGX,WATCH,-3,Caro vs peers en Technology (FCF rank 14/17),2026-06-03
EXPN.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 18pts en 38d (62→45) | Smart money: 0 HF + 3 insiders (conv 48),2026-06-03
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 21pts (73 → 52),2026-06-03
GVDNY,CAUTION,-3,Thesis drift MEDIUM: Score cayó 14pts en 38d (50→36) | Piotroski fuerte (7.0/9),2026-06-03
HEI,REVISION_UP,8,Caro vs peers en Industrials (FCF rank 23/24) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.1% (7.11→7.54); Revenue estimate ↑5.1%,2026-06-03
HESAY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 18pts en 38d (55→37) | Caro vs peers en Consumer Cyclical (FCF rank 8/9) | Piotroski fuerte (8.0/9),2026-06-03
ICE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 13pts en 38d (50→37) | Piotroski fuerte (8.0/9),2026-06-03
INTU,CAUTION,8,"Señal salida MEDIUM: Score cayó 25pts (67 → 41) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (5.9% vs media sector 4.2%) | EPS revision STRONG_UP: EPS consensus ↑6.3% (28.28→30.05)",2026-06-03
ITRK.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 13pts en 38d (49→36),2026-06-03
JKHY,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 37pts en 38d (65→28) | Señal salida MEDIUM: Score cayó 45pts (73 → 28) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-06-03
LSEG.L,CAUTION,-3,Thesis drift MEDIUM: Score cayó 11pts en 38d (48→38) | Piotroski fuerte (7.0/9),2026-06-03
MA,CONFIRM,11,Smart money: 1 HF + 0 insiders (conv 32) | Piotroski fuerte (9.0/9),2026-06-03
MSFT,WATCH,-3,Caro vs peers en Technology (FCF rank 16/17),2026-06-03
NDAQ,WATCH,0,Caro vs peers en Financial Services (FCF rank 12/13) | Piotroski fuerte (9.0/9),2026-06-03
OTIS,BEST,5,Mejor FCF en Industrials (6.2% vs media sector 6.1%),2026-06-03
PGR,BEST,5,Mejor FCF en Financial Services (13.5% vs media sector 5.2%),2026-06-03
RACE,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑14.7% (12.93→14.83); Analistas: +11 (0→11),2026-06-03
RELX,EXIT,-26,Thesis drift MEDIUM: Score cayó 20pts en 38d (55→35) | Señal salida HIGH: Score cayó 30pts (65 → 35) | EPS revision STRONG_DOWN: EPS consensus ↓11.9% (2.22→1.96); Analistas: -3 (3→0) | Piotroski fuerte (7.0/9),2026-06-03
ROP,BEST,11,"Opciones TIER2 (q=53): VALUE (63pts), FCF 6.4% | Mejor FCF en Technology (6.4% vs media sector 4.2%)",2026-06-03
SAP,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 22pts en 38d (54→33) | Señal salida MEDIUM: Score cayó 34pts (67 → 33) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-06-03
SPGI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 17pts en 38d (51→33) | Piotroski fuerte (7.0/9),2026-06-03
