ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",190.5,HKD,88.0,A,88.0,ROE 22.1% | Potencial +31% analistas | FCF yield 5.6% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.04,30.7,21,5.6,3.84,2.31,,22.1,11.6,15.6,29.8,6.1,-23.2,Regulatory Risk | Geopolitical Risk | Cyclical Risk,NTES,SUSPECT,"Forward P/E is lower than CAPE, potentially indicating undervaluation or expected earnings decline",2026-06-19,0,
0700.HK,Tencent Holdings Limited,440.2,HKD,82.0,A,82.0,ROE 20.5% | Potencial +61% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,707.81,60.8,42,3.3,7.6,1.18,,20.5,11.5,15.8,30.6,9.1,-35.5,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual for a growth company like Tencent",2026-06-19,0,
2020.HK,ANTA Sports Products Limited,71.05,HKD,82.0,A,82.0,ROE 22.5% | Potencial +48% analistas | FCF yield 7.0% | Dividendo 3.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.88,47.6,30,7.0,5.95,2.95,,22.5,11.1,12.8,16.9,12.4,-33.2,cyclical risk | geopolitical risk,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-06-19,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.33,BRL,81.0,A,81.0,ROE 26.7% | Potencial +40% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 4.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.11,40.3,14,,5.04,4.03,,26.7,11.0,15.6,47.0,20.3,-29.5,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and revenue growth may not be sustainable,2026-06-19,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,374.8,HKD,77.0,A,77.0,ROE 35.0% | Potencial +38% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,38.3,17,,4.79,3.38,,35.0,24.0,25.2,62.6,19.0,-19.6,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-06-19,0,
TOTS3.SA,TOTVS S.A.,27.14,BRL,75.0,A,75.0,ROE 16.9% | Potencial +85% analistas | Crecimiento ingresos +22% | Dividendo 2.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,50.23,85.1,13,2.4,10.64,2.9,,16.9,12.8,18.5,15.2,22.4,-43.9,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 85.1% seems unrealistic given the fundamentals,2026-06-19,0,
1299.HK,AIA Group Limited,73.7,HKD,74.0,A,74.0,P/E 10.9x | Potencial +42% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.37,41.6,18,,5.2,2.57,,14.8,10.9,16.0,23.8,6.0,-20.0,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-06-19,0,
RENT3.SA,Localiza Rent a Car S.A.,40.09,BRL,71.0,A,71.0,P/E 8.1x | Potencial +47% analistas | FCF yield 23.6% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.07,47.3,15,23.6,5.92,5.1,,8.5,8.1,19.4,5.1,21.2,-24.9,cyclical risk | geopolitical risk,,SUSPECT,Anomalous FCF yield of 23.6% for a rent-a-car company raises concerns about data quality or underlying business risks,2026-06-19,0,
005930.KS,"Samsung Electronics Co., Ltd.",354000.0,KRW,71.0,A,71.0,ROE 18.9% | P/E 6.1x (vs 11x mercado) | Potencial +21% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,428075.53,20.9,36,2.9,2.62,,,18.9,6.1,,21.5,69.2,-5.5,Regulatory risks in the technology sector | Geopolitical risks due to global market exposure,SSNLF,SUSPECT,Trailing P/E is reported as non-existent which is unusual for a well-established company like Samsung Electronics,2026-06-19,0,
7974.T,"Nintendo Co., Ltd.",7076.0,JPY,66.0,A,66.0,Potencial +45% analistas | Crecimiento ingresos +95% | Dividendo 3.0% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10281.88,45.3,25,3.4,5.66,3.03,,14.9,20.8,19.4,18.3,95.1,-52.2,Cyclical Risk | Geopolitical Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-06-19,0,
